nom_streamer;plateforme;pays;categorie_contenu;style_stream;moyenne_viewers;pic_viewers;abonnements_mensuels;dons_mensuels_eur;duree_watch_moyenne_min;duree_stream_moyenne_h;frequence_stream_mois;langue;date_creation_compte;date_dernier_stream;revenu_mensuel_eur;partenaire_officiel
VegaSpecterFR;YouTube;Belgique;Creation;Esport;196;430;80;51.17;114.0;6.77;13;Néerlandais;2020-07-07;2025-07-22;251.17;Non
UrbanStormLive;TikTok;Belgique;Sport;Educatif;264;900;158;145.85;102.4;3.74;14;Français;2017-10-01;2025-09-03;540.85;Oui
UrbanSage_TV;YouTube;Canada;IRL;Communautaire;1011;1925;175;355.22;78.5;7.6;27;Français;2017-05-14;2025-05-05;792.72;Oui
GoldenShard_TV83;Twitch;Brésil;Sport;Esport;1969;5591;0;0.0;77.8;5.83;6;Portugais;2014-04-03;2025-12-15;0.0;Oui
RapidHarborFR;TikTok;Allemagne;Horreur;Esport;761;1149;273;510.82;79.5;7.57;18;Allemand;2018-06-11;2025-06-14;1193.32;Non
SolarMatrixYT96;Twitch;Royaume-Uni;FPS;Competitif;207;577;86;115.61;111.7;2.54;23;Anglais;2015-12-11;2025-01-19;330.61;Non
SableGlyph;Twitch;France;Just Chatting;Communautaire;1457;4481;656;1205.47;46.8;6.49;14;Français;2014-05-29;2025-06-21;2845.47;Non
NovaSpecter_Live;TikTok;Allemagne;Just Chatting;Competitif;256;616;77;82.19;87.7;5.15;9;Allemand;2019-06-01;2025-03-25;274.69;Non
PhantomBeaconLive72;YouTube;Italie;Tech;Competitif;622;1739;196;350.8;94.7;2.08;15;Italien;2021-02-03;2025-08-07;840.8;Non
GoldenBeacon_TV87;YouTube;États-Unis;Tech;Chill;3955;6618;2271;2666.1;90.2;3.11;9;Anglais;2020-08-08;2025-05-01;8343.6;Non
LunarShard_TV21;TikTok;France;Just Chatting;Esport;1512;4547;481;0.0;115.9;3.81;28;Français;2017-04-19;2025-02-01;1202.5;Oui
PrimeBladeFR;YouTube;Belgique;Just Chatting;Humoristique;133;323;3;3.45;44.4;6.12;27;Français;2016-12-14;2025-04-23;10.95;Oui
IronGunnerTV7;YouTube;Royaume-Uni;Horreur;Communautaire;411;1009;302;551.73;70.9;7.93;16;Anglais;2016-11-24;2025-05-07;1306.73;Oui
GoldenBladeFR;Twitch;France;MMO;Communautaire;317;808;179;0.0;77.5;4.17;23;Français;2015-05-12;2025-03-26;447.5;Non
RapidGuardianLive;TikTok;Allemagne;IRL;Communautaire;522;1675;289;6.19;69.8;6.08;27;Allemand;2013-03-31;2025-08-21;728.69;Oui
DriftFox_;TikTok;Espagne;FPS;Educatif;1419;3585;663;719.16;71.1;2.35;19;Espagnol;2012-01-25;2025-04-22;2376.66;Oui
PrimeDrake;Twitch;Allemagne;FPS;Humoristique;809;1286;690;1160.49;61.0;2.38;6;Allemand;2016-01-14;2025-03-11;2885.49;Non
EchoSage_;YouTube;Belgique;MMO;Competitif;530;1191;163;105.98;110.2;4.69;17;Français;2019-10-19;2025-03-02;513.48;Oui
UrbanWhisperHQ;Twitch;France;Just Chatting;Educatif;1005;3503;229;359.89;65.4;2.76;12;Français;2021-07-06;2025-09-30;932.39;Non
TurboRiftFR;Twitch;Belgique;FPS;Esport;238;748;117;214.54;52.3;4.08;13;Néerlandais;2012-05-08;2025-05-04;507.04;Oui
SilverCircuit_TV;TikTok;France;Tech;Esport;1263;2064;376;462.53;83.5;4.68;26;Français;2021-01-08;2025-08-13;1402.53;Oui
EchoVortexHQ;TikTok;Espagne;Tech;Esport;137;353;42;78.85;97.9;6.66;9;Espagnol;2019-02-25;2025-10-23;183.85;Non
TurboHarbor_TV;Twitch;Brésil;Just Chatting;Humoristique;927;1829;199;471.55;108.9;7.91;21;Portugais;2015-12-05;2025-11-17;969.05;Non
AeroForgeFR68;TikTok;Brésil;MMO;Humoristique;1792;4680;864;2917.55;34.2;4.07;25;Portugais;2021-05-03;2025-07-29;5077.55;Oui
RuneGuardianLive;Twitch;Espagne;Musique;Educatif;172;361;25;0.0;46.5;5.23;12;Espagnol;2021-04-03;2025-08-02;62.5;Oui
VividFox_;YouTube;États-Unis;IRL;Communautaire;2091;4760;1110;1603.3;52.9;3.98;7;Anglais;2016-04-09;2025-01-27;4378.3;Non
LunarSageFR;Twitch;Italie;MMO;Competitif;548;1235;95;374.85;84.4;2.24;7;Italien;2016-09-07;2025-06-20;612.35;Non
VelvetGuardianYT;Twitch;Allemagne;Tech;Esport;465;1587;196;436.25;31.4;7.62;28;Allemand;2016-08-02;2025-07-23;926.25;Oui
SilentForge_Live;TikTok;États-Unis;Just Chatting;Humoristique;684;1781;304;215.7;99.8;4.28;22;Anglais;2023-07-02;2025-09-12;975.7;Non
SableCircuit;Twitch;États-Unis;Sport;Educatif;677;1149;525;1493.85;118.3;4.82;15;Anglais;2016-12-17;2025-03-16;2806.35;Oui
TurboHarborHQ4;YouTube;Canada;Tech;Humoristique;2327;4704;692;353.19;114.1;5.47;18;Anglais;2020-07-08;2025-10-19;2083.19;Oui
PhantomOrbit;YouTube;Allemagne;Horreur;Competitif;351;877;144;373.56;88.9;6.11;13;Allemand;2019-11-25;2025-03-28;733.56;Oui
IronFoxHQ;TikTok;France;MMO;Chill;62;182;43;57.71;73.9;7.5;22;Français;2013-02-01;2025-01-04;165.21;Non
RapidBlade9;Twitch;Suisse;MMO;Educatif;252;447;49;0.0;86.8;2.41;9;Français;2013-05-10;2025-11-13;122.5;Non
PrimeGuardianYT;Twitch;France;MMO;Esport;997;2810;413;86.75;31.4;5.19;18;Français;2018-06-06;2025-01-09;1119.25;Non
DriftWhisperYT;TikTok;Canada;Tech;Competitif;97;301;32;101.41;111.9;2.64;8;Anglais;2023-10-22;2025-05-10;181.41;Non
BlazingHorizonTV;YouTube;Italie;Tech;Esport;303;616;30;37.63;65.7;4.24;17;Italien;2018-09-23;2025-12-17;112.63;Oui
FrozenWhisper_;YouTube;Brésil;Cuisine;Communautaire;298;836;0;0.0;107.2;6.56;7;Portugais;2013-04-04;2025-11-23;0.0;Oui
AtomicPixelYT;YouTube;Italie;IRL;Communautaire;312;906;168;562.62;37.4;7.07;25;Italien;2017-02-25;2025-04-19;982.62;Non
VegaWhisperLive;TikTok;Italie;FPS;Competitif;1393;2844;482;189.65;113.2;6.11;13;Italien;2012-05-08;2025-04-17;1394.65;Oui
NovaFableFR16;YouTube;Canada;Creation;Competitif;6841;20553;2817;4264.74;94.1;4.39;7;Anglais;2020-09-22;2025-12-13;11307.24;Non
SolarForgeX;TikTok;Belgique;MMO;Esport;392;888;172;233.17;96.6;6.74;27;Français;2013-03-15;2025-02-20;663.17;Non
RunePixelYT;TikTok;Brésil;Sport;Chill;214;420;62;90.97;36.8;5.63;24;Portugais;2018-02-17;2025-08-19;245.97;Non
GoldenShard_TV;TikTok;Italie;Cuisine;Chill;221;432;56;89.96;79.8;4.25;10;Italien;2018-08-16;2025-05-07;229.96;Oui
CrimsonCaster_;Twitch;Brésil;Sport;Humoristique;304;505;213;0.0;43.9;6.27;25;Portugais;2014-01-19;2025-01-03;532.5;Non
HyperCaster_49;Twitch;Brésil;Horreur;Communautaire;1340;3201;869;0.0;98.5;2.61;7;Portugais;2023-06-29;2025-07-28;2172.5;Oui
NovaBeaconLive90;YouTube;Brésil;FPS;Humoristique;276;428;89;8.23;61.9;2.56;24;Portugais;2020-09-11;2025-02-13;230.73;Oui
RuneBeaconHQ;YouTube;Espagne;Just Chatting;Educatif;171;452;30;97.57;45.3;4.28;9;Espagnol;2013-06-02;2025-03-27;172.57;Non
PrimeHarborFR;YouTube;Suisse;Horreur;Communautaire;1129;2316;738;1639.59;57.0;6.7;16;Italien;2016-05-20;2025-08-23;3484.59;Oui
BlazingCircuitTV;YouTube;États-Unis;Horreur;Humoristique;116;205;34;67.64;30.6;4.37;24;Anglais;2015-01-20;2025-06-03;152.64;Non
SilentCircuit_15;YouTube;États-Unis;Just Chatting;Esport;105;284;56;70.54;92.6;4.87;10;Anglais;2023-01-05;2025-10-22;210.54;Oui
HyperMatrix11;Twitch;Italie;Tech;Communautaire;267;574;144;279.97;55.2;6.72;16;Italien;2016-01-13;2025-12-16;639.97;Oui
SilverVortex_Live;YouTube;Belgique;Cuisine;Esport;271;923;171;71.64;71.5;6.25;19;Français;2015-02-14;2025-11-21;499.14;Non
HyperForge_;Twitch;Allemagne;Creation;Educatif;794;1575;411;489.28;89.3;6.29;17;Allemand;2020-12-27;2025-10-01;1516.78;Non
HyperQuasarLive;TikTok;Belgique;IRL;Competitif;577;1492;86;208.47;101.2;4.16;22;Français;2019-12-18;2025-03-27;423.47;Oui
DarkQuasarHQ;YouTube;Belgique;FPS;Chill;329;864;97;247.25;88.1;5.88;15;Français;2016-12-23;2025-09-19;489.75;Oui
NeoGunner;TikTok;Royaume-Uni;Musique;Humoristique;185;442;21;0.0;65.2;6.63;23;Anglais;2022-10-29;2025-02-23;52.5;Non
EchoQuasarTV;Twitch;États-Unis;Just Chatting;Humoristique;785;1830;112;364.54;116.6;2.7;28;Anglais;2016-08-21;2025-09-24;644.54;Non
TurboPixel_Live8;YouTube;Belgique;Just Chatting;Chill;40;87;29;49.62;38.8;6.33;19;Français;2014-07-31;2025-01-12;122.12;Non
MysticBeacon_Live;Twitch;Royaume-Uni;Musique;Communautaire;362;1012;105;199.41;90.9;2.99;28;Anglais;2019-06-04;2025-10-14;461.91;Non
BlazingBeacon_Live;Twitch;Brésil;Cuisine;Chill;387;1322;240;387.41;50.9;4.43;10;Portugais;2016-06-04;2025-08-19;987.41;Non
HyperFox_9;Twitch;Italie;IRL;Communautaire;475;1081;155;223.67;93.4;3.23;27;Italien;2020-03-15;2025-06-16;611.17;Oui
IronZephyr_TV;TikTok;États-Unis;Creation;Educatif;565;1364;32;4.86;53.6;7.18;21;Anglais;2020-10-20;2025-10-28;84.86;Oui
SilverStorm_Live;TikTok;Espagne;Creation;Communautaire;913;2004;396;521.14;106.1;5.7;26;Espagnol;2015-01-02;2025-06-10;1511.14;Oui
SilverVortexYT;TikTok;Brésil;Cuisine;Communautaire;411;812;192;184.37;40.5;4.24;9;Portugais;2020-08-09;2025-08-05;664.37;Oui
PhantomKnightTV;TikTok;Canada;Horreur;Humoristique;171;422;75;39.12;78.4;7.51;10;Français;2016-03-12;2025-06-11;226.62;Non
AtomicFable30;Twitch;Suisse;Cuisine;Communautaire;632;1730;37;93.58;107.9;7.71;20;Allemand;2023-02-06;2025-07-29;186.08;Non
PrimeVortex_TV19;TikTok;France;Tech;Humoristique;678;1580;305;757.22;105.6;4.93;7;Français;2018-03-01;2025-04-26;1519.72;Non
MysticBeaconFR94;TikTok;Royaume-Uni;IRL;Communautaire;2520;4627;1519;0.0;71.2;6.46;20;Anglais;2018-01-03;2025-10-06;3797.5;Non
TurboHorizon_TV;TikTok;Suisse;Cuisine;Chill;98;253;26;39.68;98.1;6.56;19;Allemand;2017-07-20;2025-06-02;104.68;Oui
DriftDrake24;Twitch;Suisse;Tech;Esport;712;1708;181;305.3;61.4;6.9;19;Italien;2019-11-12;2025-12-30;757.8;Non
DriftBeacon_Live;Twitch;Italie;Sport;Communautaire;175;320;48;4.48;42.5;3.24;11;Italien;2015-10-11;2025-06-15;124.48;Non
RogueKnight_Live;Twitch;Canada;Cuisine;Chill;146;303;18;9.43;54.1;7.15;26;Anglais;2014-11-05;2025-12-26;54.43;Oui
PrimeBlade;YouTube;Allemagne;Musique;Communautaire;1285;2569;270;1115.74;94.0;6.97;26;Allemand;2018-01-10;2025-11-18;1790.74;Non
NeoRunnerTV;YouTube;Royaume-Uni;Just Chatting;Esport;694;1561;303;194.42;36.8;6.77;7;Anglais;2022-03-13;2025-09-07;951.92;Non
SilverQuasarYT;TikTok;Allemagne;Sport;Chill;871;2320;248;402.26;108.2;7.08;7;Allemand;2020-12-02;2025-04-22;1022.26;Non
PrimeShardHQ;YouTube;Royaume-Uni;Creation;Competitif;6741;21232;2566;6798.04;74.5;3.94;14;Anglais;2022-11-19;2025-06-25;13213.04;Oui
SilverSpecterLive;Twitch;Canada;Horreur;Educatif;186;296;73;238.77;86.4;7.02;5;Français;2021-08-05;2025-04-14;421.27;Oui
SilentCircuitTV;Twitch;États-Unis;Just Chatting;Chill;202;659;154;339.99;57.2;7.25;13;Anglais;2015-09-17;2025-01-27;724.99;Non
EchoWarden_TV97;TikTok;Belgique;IRL;Chill;217;597;114;281.87;95.3;6.53;18;Néerlandais;2022-09-11;2025-02-09;566.87;Oui
MysticForgeLive;TikTok;États-Unis;IRL;Educatif;799;2147;68;52.55;76.7;4.67;5;Anglais;2014-12-18;2025-09-02;222.55;Oui
SilverForge_Live;YouTube;États-Unis;Just Chatting;Competitif;307;601;118;250.24;38.0;6.84;8;Anglais;2014-12-26;2025-11-25;545.24;Oui
RapidGunnerTV;YouTube;États-Unis;Tech;Esport;490;802;65;122.21;80.7;5.66;10;Anglais;2015-05-25;2025-07-30;284.71;Non
DarkHorizonHQ33;TikTok;Brésil;Sport;Educatif;789;2540;403;1040.05;37.8;2.6;8;Portugais;2015-02-19;2025-05-07;2047.55;Non
ShadowHarbor_;TikTok;Espagne;FPS;Esport;1009;2814;496;709.2;52.3;5.61;28;Espagnol;2016-08-10;2025-09-23;1949.2;Oui
HyperBladeLive;YouTube;Brésil;IRL;Competitif;64;191;31;52.94;56.6;2.33;12;Portugais;2013-08-04;2025-09-28;130.44;Oui
SolarBeaconTV12;YouTube;États-Unis;MMO;Esport;543;1886;78;32.68;114.1;2.79;23;Anglais;2022-07-25;2025-02-07;227.68;Oui
VelvetDrakeTV10;YouTube;Royaume-Uni;Just Chatting;Esport;1284;3434;503;1097.29;31.2;3.29;6;Anglais;2023-03-28;2025-08-01;2354.79;Non
RapidDrake91;Twitch;Espagne;IRL;Humoristique;416;1207;168;409.63;37.4;5.22;24;Espagnol;2023-06-20;2025-04-15;829.63;Oui
PhantomWardenYT1;TikTok;Belgique;Just Chatting;Esport;228;586;95;98.58;65.2;5.81;25;Français;2017-05-08;2025-01-30;336.08;Oui
SilverDrakeYT65;Twitch;Espagne;Musique;Chill;250;418;84;144.66;69.1;4.72;24;Espagnol;2015-01-29;2025-12-26;354.66;Oui
VividKnight;YouTube;Canada;Sport;Competitif;238;434;154;93.23;115.8;5.14;28;Français;2018-01-10;2025-03-02;478.23;Oui
RuneBladeLive;TikTok;Italie;IRL;Educatif;328;711;102;300.59;68.6;5.14;13;Italien;2023-06-16;2025-07-04;555.59;Oui
VelvetHarbor_TV;Twitch;Italie;IRL;Competitif;500;1249;303;4.38;81.0;4.21;13;Italien;2023-05-31;2025-01-02;761.88;Oui
MysticFoxHQ80;YouTube;Canada;Musique;Chill;541;1740;312;493.67;31.1;2.28;16;Anglais;2021-05-28;2025-04-25;1273.67;Non
AeroSpecterYT;TikTok;États-Unis;IRL;Communautaire;1302;2599;386;1123.01;112.4;3.92;7;Anglais;2013-03-07;2025-04-02;2088.01;Oui
DriftHorizon_TV;YouTube;Espagne;Just Chatting;Humoristique;5058;15723;1656;1746.25;118.3;7.72;7;Espagnol;2022-03-30;2025-01-05;5886.25;Non
FrozenDrakeHQ;Twitch;Allemagne;Sport;Communautaire;1995;3793;1428;1395.36;80.7;3.82;24;Allemand;2016-05-19;2025-10-07;4965.36;Oui
SilentMatrixLive;YouTube;France;Sport;Chill;254;457;87;13.53;113.9;2.14;22;Français;2020-06-09;2025-06-07;231.03;Oui
TurboKnight_;Twitch;Espagne;IRL;Chill;146;278;29;21.23;118.5;4.52;6;Espagnol;2023-08-28;2025-07-31;93.73;Non
NovaSage;Twitch;Brésil;IRL;Communautaire;388;937;173;527.74;97.3;5.48;21;Portugais;2013-05-25;2025-08-11;960.24;Oui
MysticStorm_TV;TikTok;États-Unis;Sport;Educatif;134;264;79;101.59;53.5;3.89;17;Anglais;2017-03-28;2025-02-08;299.09;Oui
PhantomSpecter_;Twitch;Allemagne;Horreur;Humoristique;382;676;204;76.96;99.3;2.65;8;Allemand;2014-09-16;2025-10-02;586.96;Non
AtomicFable_76;Twitch;Belgique;Musique;Esport;614;2105;266;529.99;48.7;3.85;13;Néerlandais;2012-11-26;2025-04-21;1194.99;Non
CrimsonFox_99;TikTok;France;Just Chatting;Humoristique;554;995;493;425.09;94.0;7.81;17;Français;2012-09-11;2025-07-27;1657.59;Non
SableFox;Twitch;Belgique;FPS;Chill;224;585;61;57.62;79.5;2.57;8;Néerlandais;2014-12-06;2025-04-12;210.12;Non
CrimsonFableTV5;TikTok;Espagne;IRL;Chill;200;448;127;370.9;86.7;5.87;23;Espagnol;2016-06-07;2025-11-27;688.4;Non
CrimsonZephyr_Live;Twitch;France;Horreur;Chill;215;670;50;98.57;38.3;7.08;15;Français;2021-09-18;2025-07-22;223.57;Non
MysticCircuitYT;Twitch;Espagne;Just Chatting;Educatif;219;341;115;195.84;91.5;3.04;11;Espagnol;2012-10-10;2025-11-11;483.34;Oui
VividStorm_Live;Twitch;Belgique;Just Chatting;Educatif;76;212;53;174.68;74.9;7.3;20;Français;2021-05-27;2025-04-13;307.18;Oui
SilverFoxTV68;TikTok;États-Unis;Horreur;Communautaire;205;566;66;117.87;102.2;6.77;17;Anglais;2019-09-19;2025-10-17;282.87;Non
SableStormYT;Twitch;Espagne;FPS;Educatif;582;1325;309;1084.65;46.2;3.91;12;Espagnol;2020-01-07;2025-10-27;1857.15;Oui
GoldenBladeX;TikTok;France;Tech;Communautaire;332;1144;79;9.53;39.0;5.94;13;Français;2019-12-16;2025-03-30;207.03;Oui
GoldenOrbitYT;TikTok;France;Sport;Communautaire;180;355;70;230.62;58.6;6.43;16;Français;2015-03-10;2025-10-16;405.62;Oui
RuneSage_TV;YouTube;Canada;Horreur;Chill;228;723;101;149.84;102.9;7.82;22;Français;2013-04-05;2025-04-30;402.34;Oui
DarkDrakeHQ;Twitch;Canada;Sport;Esport;1491;2295;1349;1307.36;73.0;3.99;24;Anglais;2019-04-04;2025-01-31;4679.86;Oui
PhantomPixel_TV;TikTok;États-Unis;IRL;Humoristique;235;421;143;312.01;93.4;2.85;8;Anglais;2020-11-14;2025-10-28;669.51;Oui
PrimeKnightHQ;YouTube;Allemagne;Sport;Competitif;3075;6682;1589;1812.58;59.0;7.86;28;Allemand;2020-01-02;2025-04-25;5785.08;Oui
BlazingForge;TikTok;France;Creation;Educatif;772;1742;479;1111.51;96.1;3.77;10;Français;2012-09-22;2025-04-04;2309.01;Non
RogueWarden;Twitch;Allemagne;Musique;Humoristique;704;2352;431;1150.47;117.1;3.33;23;Allemand;2013-09-29;2025-05-02;2227.97;Non
ShadowBeacon_TV92;TikTok;États-Unis;Horreur;Chill;1845;6392;977;1302.23;45.1;7.31;7;Anglais;2016-09-13;2025-05-08;3744.73;Oui
VelvetStorm_;YouTube;Allemagne;Cuisine;Competitif;474;1043;303;206.97;100.8;6.32;6;Allemand;2023-01-22;2025-07-13;964.47;Non
GoldenBeacon;TikTok;Suisse;Musique;Educatif;605;1568;194;296.58;39.1;4.88;23;Allemand;2012-09-30;2025-05-31;781.58;Oui
TurboRift_TV;YouTube;Canada;IRL;Communautaire;1646;3518;721;1114.98;115.6;2.45;10;Français;2019-07-31;2025-11-01;2917.48;Non
BlazingSageFR;YouTube;Canada;FPS;Chill;90;261;49;105.13;68.8;5.92;24;Anglais;2016-08-10;2025-04-08;227.63;Non
VelvetFox_TV;TikTok;Espagne;Just Chatting;Competitif;4357;12610;1474;2534.03;95.0;6.38;13;Espagnol;2013-02-10;2025-07-21;6219.03;Non
PrimeWarden;TikTok;Italie;Horreur;Competitif;530;957;379;532.38;62.5;4.57;14;Italien;2012-07-29;2025-04-16;1479.88;Oui
RapidBeaconX74;YouTube;Brésil;Horreur;Educatif;548;1521;285;480.68;117.9;4.84;8;Portugais;2017-12-10;2025-02-16;1193.18;Non
ShadowGunner_TV;Twitch;Espagne;Horreur;Educatif;246;459;107;275.38;109.7;4.22;19;Espagnol;2017-01-27;2025-05-18;542.88;Oui
HyperOrbitHQ;YouTube;Royaume-Uni;Cuisine;Communautaire;130;234;55;43.99;92.7;2.58;26;Anglais;2013-05-14;2025-07-18;181.49;Non
TurboSage_;Twitch;Allemagne;Just Chatting;Chill;1501;5150;143;134.57;91.8;7.62;23;Allemand;2012-10-11;2025-09-15;492.07;Oui
LunarForge_TV62;Twitch;Suisse;Musique;Chill;610;1061;434;622.46;98.1;3.04;10;Allemand;2013-10-03;2025-12-16;1707.46;Non
NovaFox_TV16;YouTube;États-Unis;IRL;Chill;219;416;169;8.79;104.0;2.89;24;Anglais;2020-11-29;2025-10-10;431.29;Non
VegaMatrix_Live;TikTok;Italie;Creation;Communautaire;35;112;17;16.97;76.8;7.5;5;Italien;2014-07-10;2025-08-01;59.47;Oui
RapidBeaconX49;Twitch;Italie;IRL;Humoristique;131;235;70;122.07;82.9;6.55;8;Italien;2019-09-17;2025-07-30;297.07;Non
AeroWhisper_TV;Twitch;Espagne;Cuisine;Competitif;216;489;31;73.55;73.7;5.65;6;Espagnol;2021-01-03;2025-01-20;151.05;Non
AeroPixelLive;YouTube;Espagne;Sport;Chill;824;2702;313;1047.5;59.8;3.43;28;Espagnol;2018-10-18;2025-06-09;1830.0;Non
DarkMatrixX;Twitch;Espagne;Horreur;Humoristique;124;395;11;8.89;107.2;6.11;12;Espagnol;2021-05-07;2025-11-06;36.39;Oui
IronWardenYT68;YouTube;Royaume-Uni;Sport;Chill;383;718;171;215.25;49.0;6.94;28;Anglais;2015-07-26;2025-02-03;642.75;Non
VividFable;TikTok;France;Musique;Competitif;594;1733;88;259.05;66.3;6.68;21;Français;2013-04-17;2025-05-08;479.05;Oui
CrimsonPulse_;YouTube;Allemagne;MMO;Educatif;368;887;229;421.98;112.6;6.23;13;Allemand;2014-10-11;2025-12-15;994.48;Oui
SableBeaconYT;TikTok;Royaume-Uni;Sport;Humoristique;666;1321;342;666.12;74.0;4.68;20;Anglais;2017-10-19;2025-12-19;1521.12;Oui
EchoCaster_;Twitch;Suisse;Tech;Esport;818;1693;544;922.91;64.8;2.98;23;Français;2018-01-13;2025-11-30;2282.91;Non
DarkPixelLive;Twitch;Allemagne;Musique;Esport;879;2220;335;984.94;107.8;7.8;26;Allemand;2012-03-10;2025-04-25;1822.44;Non
PrimeQuasarHQ;TikTok;Espagne;Cuisine;Educatif;191;518;145;211.68;114.9;6.28;27;Espagnol;2022-04-18;2025-05-10;574.18;Oui
VegaCaster_TV97;TikTok;Belgique;FPS;Communautaire;83;201;35;28.66;90.9;6.95;17;Néerlandais;2020-05-23;2025-10-15;116.16;Non
LunarFableLive;TikTok;États-Unis;Just Chatting;Humoristique;1017;2132;274;288.75;39.7;2.38;13;Anglais;2018-09-13;2025-04-07;973.75;Oui
AeroWhisperYT;YouTube;États-Unis;Musique;Esport;50;126;15;0.0;51.6;2.34;24;Anglais;2023-02-26;2025-06-01;37.5;Non
RunePixelLive28;TikTok;Italie;Tech;Humoristique;70;231;38;86.86;66.4;6.42;23;Italien;2016-12-26;2025-12-18;181.86;Non
PhantomHarbor_TV;TikTok;Royaume-Uni;Musique;Humoristique;644;2133;133;193.15;90.5;5.04;10;Anglais;2022-07-23;2025-03-07;525.65;Non
FrozenGuardianYT;YouTube;Belgique;Tech;Humoristique;401;1183;67;201.23;80.3;7.48;26;Français;2018-11-20;2025-08-04;368.73;Non
RogueKnight;YouTube;France;Creation;Communautaire;1059;2375;376;574.11;82.7;4.78;8;Français;2013-08-06;2025-08-30;1514.11;Oui
RetroPulseLive;YouTube;France;Musique;Competitif;507;1267;0;0.0;108.1;4.29;14;Français;2019-09-08;2025-07-29;0.0;Non
DriftFoxYT;YouTube;États-Unis;Musique;Humoristique;190;339;37;45.1;107.6;3.08;7;Anglais;2013-04-20;2025-01-03;137.6;Non
SilverKnightYT;YouTube;Belgique;Musique;Communautaire;2914;5965;1539;1429.46;98.5;3.01;10;Néerlandais;2021-08-18;2025-07-26;5276.96;Non
VividMatrixHQ;TikTok;États-Unis;FPS;Humoristique;757;2597;514;1246.26;64.5;2.23;11;Anglais;2016-04-10;2025-01-10;2531.26;Oui
RapidSpecter_TV;YouTube;Canada;IRL;Educatif;430;1183;116;254.99;52.4;6.16;16;Anglais;2018-11-12;2025-03-27;544.99;Oui
LunarPulse_;TikTok;Italie;MMO;Humoristique;621;1954;359;766.53;56.8;3.74;28;Italien;2015-01-01;2025-06-25;1664.03;Non
PhantomFableHQ;Twitch;Suisse;Tech;Esport;1279;2837;374;1053.71;47.0;7.69;17;Italien;2016-09-26;2025-01-12;1988.71;Oui
VividGlyphTV;TikTok;Espagne;MMO;Communautaire;501;874;408;330.81;94.0;6.75;17;Espagnol;2013-01-27;2025-12-05;1350.81;Oui
VividDrake_;YouTube;Brésil;IRL;Communautaire;2723;7643;1196;1014.9;31.8;6.14;18;Portugais;2022-08-22;2025-12-26;4004.9;Oui
DriftRunnerFR;TikTok;Belgique;MMO;Humoristique;236;450;79;152.01;91.7;2.06;18;Néerlandais;2015-01-28;2025-08-03;349.51;Oui
RapidVortexLive99;YouTube;Suisse;Creation;Competitif;717;1809;204;301.03;85.6;3.7;8;Allemand;2023-09-25;2025-04-14;811.03;Non
AtomicBlade_TV68;Twitch;Allemagne;Sport;Competitif;4257;12374;3173;6143.96;56.6;2.24;20;Allemand;2012-04-14;2025-12-10;14076.46;Oui
GoldenZephyrYT;Twitch;Royaume-Uni;IRL;Esport;420;1391;178;376.21;105.2;6.01;9;Anglais;2014-04-09;2025-05-12;821.21;Oui
IronPulseFR;Twitch;Canada;FPS;Humoristique;130;313;45;0.0;118.0;3.58;6;Anglais;2019-01-05;2025-08-07;112.5;Oui
VegaGunner_TV;TikTok;Canada;Sport;Humoristique;625;1056;330;335.55;98.2;2.28;9;Anglais;2018-01-06;2025-02-17;1160.55;Non
MysticHorizon_;YouTube;Brésil;Horreur;Educatif;2278;7129;352;12.54;46.5;4.4;19;Portugais;2015-09-28;2025-02-27;892.54;Oui
RogueSageLive;Twitch;Brésil;Creation;Educatif;516;1492;314;999.75;35.3;7.65;10;Portugais;2021-10-29;2025-04-03;1784.75;Non
RetroDrakeLive61;Twitch;Allemagne;Horreur;Chill;243;743;149;217.76;85.0;7.18;28;Allemand;2021-11-19;2025-01-24;590.26;Oui
VividPixelFR87;TikTok;Italie;Creation;Competitif;333;673;192;413.25;58.3;6.23;26;Italien;2019-08-03;2025-09-23;893.25;Oui
RapidKnightHQ;TikTok;Brésil;Musique;Communautaire;71;167;49;141.12;95.4;4.89;26;Portugais;2013-03-23;2025-01-06;263.62;Oui
HyperBeacon_TV53;Twitch;Allemagne;Sport;Competitif;202;507;96;191.43;72.2;4.98;10;Allemand;2018-03-28;2025-01-26;431.43;Oui
RapidPulse_13;YouTube;Allemagne;Creation;Educatif;537;1396;155;128.4;64.1;6.9;7;Allemand;2023-03-07;2025-08-17;515.9;Non
SilentVortexTV;YouTube;Brésil;FPS;Communautaire;392;681;248;506.81;74.8;5.92;8;Portugais;2012-01-02;2025-02-16;1126.81;Non
SilverForgeX;YouTube;États-Unis;FPS;Competitif;268;879;148;0.0;80.6;5.93;19;Anglais;2019-06-12;2025-10-14;370.0;Non
MysticHarborHQ;TikTok;Suisse;FPS;Humoristique;1427;4185;74;84.18;62.7;4.72;8;Français;2018-07-19;2025-10-08;269.18;Non
BlazingCircuit_;TikTok;Brésil;IRL;Humoristique;117;339;16;42.57;34.1;2.98;9;Portugais;2016-05-23;2025-04-07;82.57;Oui
VividPixelHQ33;TikTok;États-Unis;IRL;Educatif;241;809;113;164.2;65.4;4.74;11;Anglais;2014-10-06;2025-08-19;446.7;Non
EchoCaster74;Twitch;Royaume-Uni;FPS;Communautaire;681;1918;282;61.2;116.1;2.81;20;Anglais;2022-10-31;2025-09-18;766.2;Oui
